Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,total employee estimate1,current employee estimate1
536675,texas instruments,ti.com,1930.0,semiconductors,10001+,"dallas, texas, united states",united states,linkedin.com/company/texas-instruments,14643,47682,47682.0,14643
3213092,michelin,michelin.com,1889.0,automotive,10001+,"ferrand, corrÃ¨ze, france",france,linkedin.com/company/michelin,14606,31587,31587.0,14606
2092085,baxter international inc.,baxter.com,1931.0,medical devices,10001+,"deerfield, illinois, united states",united states,linkedin.com/company/baxter-healthcare,14603,45885,45885.0,14603
6138708,sakri it solutions pvt ltd,xyx.in,,information technology and services,10001+,,,linkedin.com/company/sakri-it-solutions-pvt-ltd,14557,16260,16260.0,14557
3674572,rabobank,rabobank.nl,,banking,10001+,"utrecht, utrecht, netherlands",netherlands,linkedin.com/company/rabobank,14542,45396,45396.0,14542
2849129,cardinal health,cardinalhealth.com,1971.0,hospital & health care,10001+,"dublin, ohio, united states",united states,linkedin.com/company/cardinal-health,14534,32851,32851.0,14534
3085893,amway,amwayglobal.com,1959.0,consumer goods,10001+,"ada, michigan, united states",united states,linkedin.com/company/amway,14503,21667,21667.0,14503
3191332,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988,54988.0,14481
6208984,bb&t,bbt.com,1872.0,financial services,10001+,"winston salem, north carolina, united states",united states,linkedin.com/company/bb&t,14394,27003,27003.0,14394
1634866,saic,saic.com,2013.0,information technology and services,10001+,"mclean, virginia, united states",united states,linkedin.com/company/saicinc,14389,49836,49836.0,14389
4533513,bureau veritas,bureauveritas.com,1828.0,environmental services,10001+,"sunrise, florida, united states",united states,linkedin.com/company/bureau-veritas,14375,34422,34422.0,14375
6045036,faurecia,faurecia.com,1997.0,automotive,10001+,"nanterre, ile-de-france, france",france,linkedin.com/company/faurecia,14371,35969,35969.0,14371
3225881,sas,sas.com,1976.0,computer software,10001+,"cary, north carolina, united states",united states,linkedin.com/company/sas,14362,25691,25691.0,14362
3723010,indite technologies,,,capital markets,10001+,,,linkedin.com/company/indite-technologies,14357,14893,14893.0,14357
1181082,mahindra satyam,,1986.0,information technology and services,10001+,"hyderabad, andhra pradesh, india",india,linkedin.com/company/mahindra-satyam,14357,50169,50169.0,14357
5822698,coldwell banker,,1906.0,real estate,10001+,"madison, new jersey, united states",united states,linkedin.com/company/coldwell-banker,14342,24834,24834.0,14342
5146585,orange business services,orange-business.com,,information technology and services,10001+,"saint denis, paris, france",france,linkedin.com/company/orange-business-services,14336,34015,34015.0,14336
2002672,monsanto company,monsanto.com,2000.0,farming,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/monsanto,14319,36162,36162.0,14319
2952835,manpowergroup,manpowergroup.com,1948.0,staffing and recruiting,10001+,"milwaukee, wisconsin, united states",united states,linkedin.com/company/manpowergroup,14319,49022,49022.0,14319
6814259,american red cross,redcross.org,1881.0,non-profit organization management,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/american-red-cross,14294,41164,41164.0,14294
2360932,kelly services,kellyservices.com,1946.0,staffing and recruiting,10001+,"troy, michigan, united states",united states,linkedin.com/company/kellyservices,14262,53263,53263.0,14262
4537620,time warner cable,timewarnercable.com,1989.0,telecommunications,10001+,"new york, new york, united states",united states,linkedin.com/company/time-warner-cable,14223,38456,38456.0,14223
2560220,nedbank,nedbank.co.za,,financial services,10001+,"sandton, gauteng, south africa",south africa,linkedin.com/company/nedbank,14205,23393,23393.0,14205
5922834,adobe,adobe.com,1982.0,computer software,10001+,"san jose, california, united states",united states,linkedin.com/company/adobe,14176,29824,29824.0,14176
5923168,university of florida,ufl.edu,1853.0,higher education,10001+,"gainesville, florida, united states",united states,linkedin.com/company/university-of-florida,14171,38708,38708.0,14171
6951800,bell,bell.ca,1880.0,telecommunications,10001+,"montrÃ©al, quebec, canada",canada,linkedin.com/company/bell,14108,39806,39806.0,14108
5673377,ecolab,ecolab.com,,chemicals,10001+,"st paul, kentucky, united states",united states,linkedin.com/company/ecolab,14106,26541,26541.0,14106
3114779,bhp billiton,bhp.com,1851.0,mining & metals,10001+,"melbourne, victoria, australia",australia,linkedin.com/company/bhp,14101,37233,37233.0,14101
5053616,university of minnesota,umn.edu,1851.0,higher education,10001+,"st paul, kentucky, united states",united states,linkedin.com/company/university-of-minnesota,14092,46967,46967.0,14092
2931255,absa,absa.co.za,1991.0,financial services,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/absa,14080,26999,26999.0,14080
6460609,bbc,bbc.co.uk,1922.0,broadcast media,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/bbc,14038,50970,50970.0,14038
6199861,government of maharashtra,coolnsave.com,,security and investigations,10001+,,,linkedin.com/company/government,14029,14822,14822.0,14029
562152,"ameriprise financial services, inc.",ameriprise.com,1894.0,financial services,10001+,"de pere, wisconsin, united states",united states,linkedin.com/company/ameriprise-financial-services-inc,13954,30249,30249.0,13954
5150220,unicredit,unicreditgroup.eu,2014.0,banking,10001+,"milano, lombardy, italy",italy,linkedin.com/company/unicredit,13933,25727,25727.0,13933
399919,mphasis,mphasis.com,1998.0,information technology and services,10001+,"bangalore, karnataka, india",india,linkedin.com/company/mphasis,13912,35842,35842.0,13912
6078143,randstad,randstad.com,1960.0,human resources,10001+,"noord, noord-brabant, netherlands",netherlands,linkedin.com/company/randstad,13840,56544,56544.0,13840
4514087,progressive insurance,progressive.com,1937.0,insurance,10001+,"bay village, ohio, united states",united states,linkedin.com/company/progressive-insurance,13840,25605,25605.0,13840
505664,the ohio state university,osu.edu,1870.0,higher education,10001+,"columbus, ohio, united states",united states,linkedin.com/company/the-ohio-state-university,13817,42539,42539.0,13817
1375192,"anthem, inc.",antheminc.com,,insurance,10001+,"indianapolis, indiana, united states",united states,linkedin.com/company/wellpoint,13715,22953,22953.0,13715
6941687,safeway,safeway.com,1915.0,food & beverages,10001+,"pleasanton, california, united states",united states,linkedin.com/company/safeway,13700,38432,38432.0,13700
1609941,teleperformance,teleperformance.com,1978.0,outsourcing/offshoring,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/teleperformance,13696,48351,48351.0,13696
4764515,worleyparsons,worleyparsons.com,1971.0,oil & energy,10001+,"north sydney, new south wales, australia",australia,linkedin.com/company/worleyparsons,13657,37041,37041.0,13657
6117300,korea facilitators association,,,professional training & coaching,10001+,,,linkedin.com/company/korea-facilitators-association,13652,13789,13789.0,13652
1032820,british airways,ba.com,1919.0,airlines/aviation,10001+,"hayes, hillingdon, united kingdom",united kingdom,linkedin.com/company/british-airways,13648,30815,30815.0,13648
1145956,national oilwell varco,nov.com,1841.0,oil & energy,10001+,"seminole, texas, united states",united states,linkedin.com/company/national-oilwell-varco,13484,29826,29826.0,13484
2240223,aviva,aviva.com,2000.0,financial services,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/aviva-plc,13476,39902,39902.0,13476
5077397,syngenta,syngenta.com,2000.0,farming,10001+,"basel, basel-city, switzerland",switzerland,linkedin.com/company/syngenta,13440,29543,29543.0,13440
1066154,magna international,magna.com,1957.0,automotive,10001+,"aurora, ontario, canada",canada,linkedin.com/company/magna-international,13422,30379,30379.0,13422
708874,walt disney world,waltdisneyworld.jobs,1971.0,entertainment,10001+,"lake buena vista, florida, united states",united states,linkedin.com/company/walt-disney-world,13420,66819,66819.0,13420
2997550,auchan,groupe-auchan.com,1961.0,retail,10001+,"lille, hauts-de-france, france",france,linkedin.com/company/auchan,13415,37506,37506.0,13415
1832530,staples,staples.com,1986.0,business supplies and equipment,10001+,"framingham, massachusetts, united states",united states,linkedin.com/company/staples,13400,49487,49487.0,13400
4980340,no-company,pearsonfamily.id.au,2009.0,information technology and services,10001+,,,linkedin.com/company/no-company_6,13400,14060,14060.0,13400
2725776,the salvation army,salvationarmyusa.org,1865.0,non-profit organization management,10001+,"nassau, new york, united states",united states,linkedin.com/company/the-salvation-army,13374,27701,27701.0,13374
546378,inditex,inditex.com,1974.0,retail,10001+,"arteixo, galicia, spain",spain,linkedin.com/company/inditex,13366,45690,45690.0,13366
23484,barclays investment bank,,,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/barclays-investment-bank,13330,45981,45981.0,13330
1555320,toyota,toyota-global.com,1937.0,automotive,10001+,"torrance, california, united states",japan,linkedin.com/company/toyota,13320,30119,30119.0,13320
2360941,sherwin williams,sherwin-williams.com,1866.0,chemicals,10001+,"cleveland, ohio, united states",united states,linkedin.com/company/sherwin-williams,13284,28999,28999.0,13284
2066680,arcadis,arcadis.com,1888.0,civil engineering,10001+,"amsterdam, noord-holland, netherlands",netherlands,linkedin.com/company/arcadis,13253,28585,28585.0,13253
1045647,motorola,motorola.com,1928.0,consumer electronics,10001+,"chicago, illinois, united states",united states,linkedin.com/company/motorola-mobility,13241,74254,74254.0,13241
6154320,chubb,chubb.com,1882.0,insurance,10001+,"zurich, zurich, switzerland",switzerland,linkedin.com/company/chubb,13233,29881,29881.0,13233
5554628,stanford university,stanford.edu,,higher education,10001+,"stanford, california, united states",united states,linkedin.com/company/stanford-university,13219,41535,41535.0,13219
2671116,mercer,mercer.com,,human resources,10001+,"new york, new york, united states",united states,linkedin.com/company/mercer,13195,36514,36514.0,13195
3952452,airtel,airtel.in,1995.0,telecommunications,10001+,"gurgaon, haryana, india",india,linkedin.com/company/airtel,13142,35567,35567.0,13142
7007051,colegio,fixzero.com,,primary/secondary education,10001+,,,linkedin.com/company/colegio,13130,14806,14806.0,13130
4639886,sony,sony.net,1946.0,entertainment,10001+,"tokyo, tokyo, japan",japan,linkedin.com/company/sony,13109,41048,41048.0,13109
5394164,genentech,gene.com,1976.0,biotechnology,10001+,"south san francisco, california, united states",united states,linkedin.com/company/genentech,13103,27340,27340.0,13103
2124147,delphi,delphi.com,2009.0,automotive,10001+,"gillingham, medway, united kingdom",united kingdom,linkedin.com/company/delphi,13031,44801,44801.0,13031
6532717,serco,serco.com,1988.0,outsourcing/offshoring,10001+,"hook, hampshire, united kingdom",united kingdom,linkedin.com/company/serco,13014,39330,39330.0,13014
5735490,bd,bd.com,1897.0,medical devices,10001+,"franklin lakes, new jersey, united states",united states,linkedin.com/company/bd1,12994,28654,28654.0,12994
4809214,leroy merlin,leroymerlin.fr,1998.0,retail,10001+,"france, aquitaine, france",france,linkedin.com/company/leroy-merlin,12949,28758,28758.0,12949
3127399,sct ltd co.,pttc.com.tw,1998.0,electrical/electronic manufacturing,10001+,"peking, beijing, china",china,linkedin.com/company/sct-ltd-co.,12947,13059,13059.0,12947
1516663,air liquide,airliquide.com,1902.0,utilities,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/airliquide,12922,29479,29479.0,12922
4098621,te connectivity,te.com,2007.0,electrical/electronic manufacturing,10001+,"berwyn, pennsylvania, united states",switzerland,linkedin.com/company/te-connectivity,12892,28575,28575.0,12892
3316942,wood,woodplc.com,1912.0,oil & energy,10001+,"aberdeen, aberdeen city, united kingdom",united kingdom,linkedin.com/company/woodplc,12891,30083,30083.0,12891
2720866,promsvyaznedvizhimost,,,legislative office,10001+,,,linkedin.com/company/promsvyaznedvizhimost,12853,13064,13064.0,12853
1342658,duke energy corporation,duke-energy.com,1904.0,utilities,10001+,"charlotte, north carolina, united states",united states,linkedin.com/company/duke-energy-corporation,12818,22354,22354.0,12818
6236294,university of toronto,utoronto.ca,1827.0,higher education,10001+,"toronto, ontario, canada",canada,linkedin.com/company/university-of-toronto,12787,39503,39503.0,12787
679382,teksystems,teksystems.com,1983.0,information technology and services,10001+,"hanover, maryland, united states",united states,linkedin.com/company/teksystems,12751,49290,49290.0,12751
3002769,insidesecure,insidesecure.com,1995.0,computer software,10001+,"meyreuil, provence-alpes-cote d'azur, france",france,linkedin.com/company/insidesecure,12720,13212,13212.0,12720
689521,sun life financial,sunlife.com,1865.0,financial services,10001+,,,linkedin.com/company/sun-life-financial,12698,26015,26015.0,12698
1893978,tata motors,tatamotors.com,1945.0,automotive,10001+,,,linkedin.com/company/tata-motors,12687,28486,28486.0,12687
6711111,century 21Â®,century21.com,1971.0,real estate,10001+,"madison, new jersey, united states",united states,linkedin.com/company/century-21,12678,25471,25471.0,12678
1624787,adecco group,adeccogroup.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/theadeccogroup,12671,52594,52594.0,12671
1247780,colgate palmolive,colgate.com,1806.0,consumer goods,10001+,"new york, new york, united states",united states,linkedin.com/company/colgate-palmolive,12647,36547,36547.0,12647
966827,ge aviation,geaviation.com,,airlines/aviation,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/geaviation,12642,27473,27473.0,12642
5759048,no,geenwebsite.be,,chemicals,10001+,,,linkedin.com/company/no,12642,13649,13649.0,12642
3283528,tesla,teslamotors.com,2003.0,automotive,10001+,"palo alto, california, united states",united states,linkedin.com/company/tesla-motors,12641,20739,20739.0,12641
3020647,sena,sena.edu.co,1957.0,education management,10001+,"bogota, distrito especial, colombia",colombia,linkedin.com/company/sena,12629,18739,18739.0,12629
5900015,queensland health,health.qld.gov.au,,hospital & health care,10001+,"brisbane, queensland, australia",australia,linkedin.com/company/queensland-health,12583,20814,20814.0,12583
2569418,air france,airfrance.com,1933.0,airlines/aviation,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/air-france,12578,25004,25004.0,12578
3000933,u.s. coast guard,uscg.mil,1915.0,military,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/u.s.-coast-guard,12574,31522,31522.0,12574
607827,the janssen pharmaceutical companies of johnson & johnson,janssen.com,,pharmaceuticals,10001+,"raritan, new jersey, united states",united states,linkedin.com/company/janssen-pharmaceutical-companies-of-johnson-and-johnson,12572,29689,29689.0,12572
5587305,bayer healthcare,,1863.0,pharmaceuticals,10001+,"berlin, berlin, germany",germany,linkedin.com/company/bayer-pharmaceuticals,12558,29551,29551.0,12558
1777624,stmicroelectronics,st.com,1987.0,semiconductors,10001+,"chester, pennsylvania, united states",switzerland,linkedin.com/company/stmicroelectronics,12554,33825,33825.0,12554
4936016,charter communications,charter.com,1993.0,telecommunications,10001+,"stamford, connecticut, united states",united states,linkedin.com/company/charter-communications,12535,23082,23082.0,12535
1058739,re/max,remax.com,1973.0,real estate,10001+,"denver, colorado, united states",united states,linkedin.com/company/remax,12526,22669,22669.0,12526
6011696,jabil,jabil.com,1966.0,electrical/electronic manufacturing,10001+,"st. petersburg, florida, united states",united states,linkedin.com/company/jabil,12518,24914,24914.0,12518
2203274,us government,gao.gov,,government administration,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/us-government,12482,16860,16860.0,12482
5790218,skanska,skanska.com,1887.0,construction,10001+,"ase, vasternorrlands lan, sweden",sweden,linkedin.com/company/skanska,12469,31134,31134.0,12469
4300578,leonardo,leonardocompany.com,1948.0,defense & space,10001+,"rome, lazio, italy",italy,linkedin.com/company/leonardo_company,12458,23304,23304.0,12458
1741155,accorhotels,accor.com,1967.0,hospitality,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/accorhotels,12427,37398,37398.0,12427
2988013,brf,brf-global.com,1934.0,food & beverages,10001+,"sao paulo, sao paulo, brazil",brazil,linkedin.com/company/brf,12403,27536,27536.0,12403
739674,l&t infotech,lntinfotech.com,1997.0,information technology and services,10001+,"bombay, maharashtra, india",india,linkedin.com/company/l&t-infotech,12385,28061,28061.0,12385
3383694,sonatrach,sonatrach.com,1963.0,oil & energy,10001+,"algiers, alger, algeria",algeria,linkedin.com/company/sonatrach,12376,17062,17062.0,12376
3513591,pizza hut,pizzahut.com,1958.0,restaurants,10001+,"plano, texas, united states",united states,linkedin.com/company/pizza-hut,12338,43563,43563.0,12338
5830530,technip,technip.com,1958.0,oil & energy,10001+,,,linkedin.com/company/technip,12334,36232,36232.0,12334
438971,eni,eni.com,,oil & energy,10001+,"rome, lazio, italy",italy,linkedin.com/company/eni,12321,25036,25036.0,12321
4190513,departament d'ensenyament - generalitat de catalunya,,1931.0,education management,10001+,"barcelona, catalonia, spain",spain,linkedin.com/company/departament-d'educaci---generalitat-de-catalunya,12319,13854,13854.0,12319
4252231,altran,altran.com,1982.0,information technology and services,10001+,,,linkedin.com/company/altran,12308,31820,31820.0,12308
135637,emerson automation solutions,emerson.com,,mechanical or industrial engineering,10001+,"round rock, texas, united states",united states,linkedin.com/company/emerson-automation-solutions,12302,24604,24604.0,12302
2180689,the boston consulting group (bcg),bcg.com,1963.0,management consulting,10001+,"boston, massachusetts, united states",united states,linkedin.com/company/the-boston-consulting-group,12290,32283,32283.0,12290
2954445,l-3 communications,l3design.eu,1997.0,management consulting,10001+,"new york, new york, united states",united states,linkedin.com/company/l3,12268,30840,30840.0,12268
4250666,davita,davita.com,1999.0,hospital & health care,10001+,"denver, colorado, united states",united states,linkedin.com/company/davita,12264,20261,20261.0,12264
1765047,intesa sanpaolo,intesasanpaolo.com,2007.0,banking,10001+,"turin, piedmont, italy",italy,linkedin.com/company/intesa-sanpaolo,12248,18965,18965.0,12248
3564434,daimler ag,daimler.com,1886.0,automotive,10001+,,,linkedin.com/company/daimler,12239,31670,31670.0,12239
622116,lear corporation,lear.com,1917.0,automotive,10001+,"southfield, michigan, united states",united states,linkedin.com/company/lear-corporation,12219,29680,29680.0,12219
6907333,rockwell automation,rockwellautomation.com,1903.0,industrial automation,10001+,"milwaukee, wisconsin, united states",united states,linkedin.com/company/rockwell-automation,12217,29122,29122.0,12217
2722934,rb,rb.com,1823.0,consumer goods,10001+,"berks, west berkshire, united kingdom",united kingdom,linkedin.com/company/discoverrb,12216,32132,32132.0,12216
1610168,db schenker,dbschenker.com,,logistics and supply chain,10001+,"essen, north rhine-westphalia, germany",germany,linkedin.com/company/schenker,12210,27746,27746.0,12210
1578852,hÃ´tel,hadleighdental.co.uk,,hospitality,10001+,,,linkedin.com/company/hotel,12163,14743,14743.0,12163
2414296,wells fargo advisors,wellsfargoadvisors.com,,financial services,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/wells-fargo-advisors,12123,21724,21724.0,12123
3176708,accenture in india,,1989.0,information technology and services,10001+,"bangalore, karnataka, india",india,linkedin.com/company/accentureindia,12121,20103,20103.0,12121
4563690,texas a&m university,tamu.edu,1876.0,higher education,10001+,"college station, texas, united states",united states,linkedin.com/company/texas-a&m-university,12106,36414,36414.0,12106
6899172,bloomberg lp,bloomberg.com,1981.0,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/bloomberg-lp,12093,31134,31134.0,12093
3360254,arizona state university,asu.edu,1885.0,higher education,10001+,"tempe, arizona, united states",united states,linkedin.com/company/arizona-state-university,12088,36532,36532.0,12088
1220452,heineken,theheinekencompany.com,1864.0,food & beverages,10001+,"amsterdam, noord-holland, netherlands",netherlands,linkedin.com/company/heineken,12079,30958,30958.0,12079
5643783,escola,espeesolar.com,,primary/secondary education,10001+,,,linkedin.com/company/escola,12077,13528,13528.0,12077
1110545,statoil,statoil.com,1972.0,oil & energy,10001+,"stavanger, rogaland, norway",norway,linkedin.com/company/statoil,12066,25061,25061.0,12066
4461514,ppg industries,ppg.com,1883.0,chemicals,10001+,"pittsburgh, pennsylvania, united states",united states,linkedin.com/company/ppg-industries,12061,25020,25020.0,12061
1647865,sainsbury's,sainsburys.co.uk,1869.0,retail,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/sainsburys,12057,42123,42123.0,12057
5498684,fiserv,fiserv.com,1984.0,information technology and services,10001+,"brookfield, wisconsin, united states",united states,linkedin.com/company/fiserv,12045,25752,25752.0,12045
2919772,teva pharmaceuticals,tevapharm.com,1901.0,pharmaceuticals,10001+,,,linkedin.com/company/teva-pharmaceuticals,12034,26968,26968.0,12034
5463415,rogers communications,rogers.com,1960.0,telecommunications,10001+,"toronto, ontario, canada",canada,linkedin.com/company/rogers-communications,12026,33573,33573.0,12026
2151207,conocophillips,conocophillips.com,2012.0,oil & energy,10001+,"houston, texas, united states",united states,linkedin.com/company/conocophillips,12017,32767,32767.0,12017
1014261,diageo,diageo.com,1997.0,wine and spirits,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/diageo,12017,34785,34785.0,12017
6531889,michigan state university,msu.edu,,higher education,10001+,"east lansing, michigan, united states",united states,linkedin.com/company/michigan-state-university,12003,37382,37382.0,12003
6642562,qatar airways,qatarairways.com,1997.0,airlines/aviation,10001+,"doha, ad dawhah, qatar",qatar,linkedin.com/company/qatar-airways,11988,19062,19062.0,11988
3040563,generali,generali.com,1831.0,insurance,10001+,,,linkedin.com/company/generali,11963,28232,28232.0,11963
1302740,suntrust bank,suntrust.com,1891.0,financial services,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/suntrust-bank,11960,33750,33750.0,11960
5320911,rockwell collins,rockwellcollins.com,1933.0,aviation & aerospace,10001+,"cedar rapids, iowa, united states",united states,linkedin.com/company/rockwell-collins,11957,22446,22446.0,11957
1303682,office depot,officedepot.com,1986.0,business supplies and equipment,10001+,"boca raton, florida, united states",united states,linkedin.com/company/office-depot,11948,38472,38472.0,11948
4061086,sephora,sephora.com,1969.0,retail,10001+,"boulogne-billancourt, ile-de-france, france",france,linkedin.com/company/sephora,11934,30379,30379.0,11934
1232053,telenor,telenor.com,1855.0,telecommunications,10001+,"fornebu, akershus, norway",norway,linkedin.com/company/telenor-group,11933,33441,33441.0,11933
4840195,manulife,manulife.com,,financial services,10001+,"riverside, california, united states",united states,linkedin.com/company/manulife-financial,11921,25980,25980.0,11921
2361138,ceva logistics,cevalogistics.com,2006.0,logistics and supply chain,10001+,"hoofddorp, north holland, netherlands",united states,linkedin.com/company/ceva-logistics,11917,29073,29073.0,11917
6717942,"nbcuniversal media, llc",nbcuniversal.com,1926.0,entertainment,10001+,"new york, new york, united states",united states,linkedin.com/company/nbcuniversal-inc-,11891,39236,39236.0,11891
6825848,ministerie van defensie,werkenbijdefensie.nl,,military,10001+,"the hague, zuid-holland, netherlands",netherlands,linkedin.com/company/ministerie-van-defensie,11880,43060,43060.0,11880
766299,university of phoenix,phoenix.edu,1976.0,higher education,10001+,"tempe, arizona, united states",united states,linkedin.com/company/university-of-phoenix,11801,29949,29949.0,11801
4735301,independent,uberlabs.com,,internet,10001+,,,linkedin.com/company/independent_100,11778,14131,14131.0,11778
4661012,standard chartered bank,,1853.0,banking,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/standard-chartered-bank,11757,25781,25781.0,11757
4548842,pdvsa petroleos de venezuela s.a.,pdvsa.com,1976.0,oil & energy,10001+,"caracas, capital, venezuela",['new zealand'],linkedin.com/company/pdvsa-petroleos-de-venezuela-s.a.,11723,25620,25620.0,11723
376181,sutherland global services,sutherlandglobal.com,1986.0,outsourcing/offshoring,10001+,"rochester, new york, united states",united states,linkedin.com/company/sutherland-global-services,11691,33962,33962.0,11691
909992,four seasons hotels and resorts,fourseasons.com,,hospitality,10001+,"toronto, ontario, canada",canada,linkedin.com/company/four-seasons-hotels-and-resorts,11683,35741,35741.0,11683
4296788,harvard university,harvard.edu,,higher education,10001+,"cambridge, massachusetts, united states",united states,linkedin.com/company/harvard-university,11673,36400,36400.0,11673
4105246,telecom italia,telecomitalia.com,1994.0,telecommunications,10001+,"milano, lombardy, italy",italy,linkedin.com/company/telecom-italia,11628,22587,22587.0,11628
1573020,mary kay cosmetics,kirstirice.com,,professional training & coaching,10001+,"albany, new york, united states",united states,linkedin.com/company/mary-kay-cosmetics_2,11627,14195,14195.0,11627
6958544,ucla,ucla.edu,1919.0,higher education,10001+,"los angeles, california, united states",united states,linkedin.com/company/ucla,11624,37495,37495.0,11624
178105,international paper,internationalpaper.com,,paper & forest products,10001+,"memphis, tennessee, united states",united states,linkedin.com/company/international-paper,11618,25520,25520.0,11618
3432225,geico,geico.jobs,1936.0,insurance,10001+,"chevy chase, maryland, united states",united states,linkedin.com/company/geico,11586,22348,22348.0,11586
2988651,pÃ´le emploi,pole-emploi.org,,human resources,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/p-le-emploi,11583,16306,16306.0,11583
1658969,ch2m hill,ch2m.com,1946.0,civil engineering,10001+,"englewood, colorado, united states",united states,linkedin.com/company/ch2m,11571,28544,28544.0,11571
6554227,kellogg company,kelloggcompany.com,1906.0,consumer goods,10001+,"battle creek, michigan, united states",united states,linkedin.com/company/kellogg-company,11534,27877,27877.0,11534
4886278,t-systems,t-systems.com,2000.0,information technology and services,10001+,"frankfurt am main, hesse, germany",germany,linkedin.com/company/t-systems,11532,29973,29973.0,11532
2372134,purdue university,purdue.edu,1869.0,higher education,10001+,"west lafayette, indiana, united states",united states,linkedin.com/company/purdue-university,11530,36378,36378.0,11530
7016831,anheuser-busch inbev,ab-inbev.com,2008.0,consumer goods,10001+,"leuven, vlaams-brabant, belgium",belgium,linkedin.com/company/anheuser-busch-inbev,11527,26419,26419.0,11527
563173,columbia university in the city of new york,columbia.edu,,higher education,10001+,"new york, new york, united states",united states,linkedin.com/company/columbia-university,11520,35855,35855.0,11520
6233747,chase,chase.com,,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/chase,11470,35635,35635.0,11470
5389068,providence health & services,providence.org,1859.0,hospital & health care,10001+,"renton, washington, united states",united states,linkedin.com/company/providence-health-and-services,11468,19884,19884.0,11468
2945387,university of illinois at urbana-champaign,illinois.edu,1867.0,higher education,10001+,"champaign, illinois, united states",united states,linkedin.com/company/university-of-illinois-at-urbana-champaign,11401,37793,37793.0,11401
6217071,junta de andalucÃ­a,juntadeandalucia.es,1978.0,government administration,10001+,,,linkedin.com/company/junta-de-andalucia,11396,16024,16024.0,11396
5823691,whirlpool corporation,whirlpoolcorp.com,1911.0,consumer goods,10001+,"benton harbor, michigan, united states",united states,linkedin.com/company/whirlpool-corporation,11390,28798,28798.0,11390
1671318,university of southern california,usc.edu,1880.0,research,10001+,"los angeles, california, united states",united states,linkedin.com/company/university-of-southern-california,11390,35484,35484.0,11390
4076831,my own business,hammons.nl,,translation and localization,10001+,,,linkedin.com/company/my-own-business,11388,12566,12566.0,11388
1955281,"ping an insurance (group) company of china ,ltd",pingan.com,,financial services,10001+,,,linkedin.com/company/ping-an-insurance-group-company-of-china-ltd,11386,13731,13731.0,11386
5056461,desjardins,desjardins.com,1900.0,banking,10001+,"levis, quebec, canada",canada,linkedin.com/company/desjardins,11370,20246,20246.0,11370
6129949,telus,telus.com,2001.0,telecommunications,10001+,"vancouver, british columbia, canada",canada,linkedin.com/company/telus,11363,26319,26319.0,11363
2886895,hays,hays.com,1867.0,staffing and recruiting,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/hays,11340,35019,35019.0,11340
1942379,rite aid,riteaid.com,1968.0,retail,10001+,"harrisburg, pennsylvania, united states",united states,linkedin.com/company/rite-aid,11323,30951,30951.0,11323
1840018,state of california,stateofcalifornia.gov,1850.0,government administration,10001+,"sacramento, california, united states",united states,linkedin.com/company/state-of-california,11294,14792,14792.0,11294
6390135,vanguard,vanguard.com,1975.0,financial services,10001+,"valley forge, pennsylvania, united states",united states,linkedin.com/company/vanguard,11284,21034,21034.0,11284
1130836,enterprise holdings,enterpriseholdings.com,,"leisure, travel & tourism",10001+,"st. louis, missouri, united states",united states,linkedin.com/company/enterprise-holdings-inc-,11269,21572,21572.0,11269
3008214,leidos,leidos.com,1969.0,information technology and services,10001+,"reston, virginia, united states",united states,linkedin.com/company/leidos,11250,19408,19408.0,11250
3809721,sky,sky.com,1989.0,broadcast media,10001+,"kenilworth, warwickshire, united kingdom",united kingdom,linkedin.com/company/sky,11250,31273,31273.0,11250
4280941,blackrock,blackrock.com,1988.0,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/blackrock,11238,24932,24932.0,11238
